date,session_key,pit_duration,meeting_key,stop_duration,lap_number,driver_number,lane_duration,source_closure_retrieved_utc
2026-05-03T17:58:16.484000+00:00,11280,24.027,1284,3.9,31,31,24.027,2026-08-22T19:45:08.784775Z
2026-05-03T17:59:55.617000+00:00,11280,23.986,1284,3.1,32,5,23.986,2026-08-22T19:45:08.784775Z
2026-05-03T18:08:38.349000+00:00,11280,22.09,1284,2.8,37,18,22.09,2026-08-22T19:45:08.784775Z
2026-05-03T18:14:48.371000+00:00,11280,23.16,1284,3.1,41,14,23.16,2026-08-22T19:45:08.784775Z
2026-05-24T20:11:35.201000+00:00,11291,24.1,1285,,1,81,24.1,2026-08-22T19:46:01.404101Z
2026-05-24T20:12:53.655000+00:00,11291,23.4,1285,,2,1,23.4,2026-08-22T19:46:01.404101Z
2026-05-24T20:13:06.553000+00:00,11291,24.9,1285,,2,27,24.9,2026-08-22T19:46:01.404101Z
2026-05-24T20:13:10.208000+00:00,11291,24.7,1285,,2,55,24.7,2026-08-22T19:46:01.404101Z
2026-05-24T20:13:12.614000+00:00,11291,28.1,1285,,2,5,28.1,2026-08-22T19:46:01.404101Z
2026-05-24T20:13:13.091000+00:00,11291,25.7,1285,,2,11,25.7,2026-08-22T19:46:01.404101Z
2026-05-24T20:14:43.855000+00:00,11291,28.2,1285,,3,77,28.2,2026-08-22T19:46:01.404101Z
2026-05-24T20:23:13.509000+00:00,11291,24.8,1285,,9,77,24.8,2026-08-22T19:46:01.404101Z
2026-05-24T20:26:37.176000+00:00,11291,36.6,1285,,12,81,36.6,2026-08-22T19:46:01.404101Z
2026-05-24T20:29:29.471000+00:00,11291,24.2,1285,,14,18,24.2,2026-08-22T19:46:01.404101Z
2026-05-24T20:30:15.392000+00:00,11291,28.8,1285,,15,1,28.8,2026-08-22T19:46:01.404101Z
2026-05-24T20:30:47.863000+00:00,11291,25.1,1285,,15,11,25.1,2026-08-22T19:46:01.404101Z
2026-05-24T20:31:52.896000+00:00,11291,24.8,1285,,16,31,24.8,2026-08-22T19:46:01.404101Z
2026-05-24T20:34:34.135000+00:00,11291,24.7,1285,,18,5,24.7,2026-08-22T19:46:01.404101Z
2026-05-24T20:37:09.895000+00:00,11291,31.0,1285,,20,27,31.0,2026-08-22T19:46:01.404101Z
2026-05-24T20:37:15.069000+00:00,11291,24.7,1285,,20,14,24.7,2026-08-22T19:46:01.404101Z
2026-05-24T20:49:34.153000+00:00,11291,25.6,1285,,30,43,25.6,2026-08-22T19:46:01.404101Z
2026-05-24T20:49:46.801000+00:00,11291,24.9,1285,,29,11,24.9,2026-08-22T19:46:01.404101Z
2026-05-24T20:49:47.971000+00:00,11291,24.1,1285,,30,30,24.1,2026-08-22T19:46:01.404101Z
2026-05-24T20:49:55.410000+00:00,11291,25.6,1285,,30,10,25.6,2026-08-22T19:46:01.404101Z
2026-05-24T20:50:09.459000+00:00,11291,25.6,1285,,30,55,25.6,2026-08-22T19:46:01.404101Z
2026-05-24T20:50:16.912000+00:00,11291,25.1,1285,,31,12,25.1,2026-08-22T19:46:01.404101Z
2026-05-24T20:50:19.553000+00:00,11291,44.9,1285,,30,87,44.9,2026-08-22T19:46:01.404101Z
2026-05-24T20:50:23.022000+00:00,11291,25.1,1285,,31,3,25.1,2026-08-22T19:46:01.404101Z
2026-05-24T20:50:34.865000+00:00,11291,25.9,1285,,31,44,25.9,2026-08-22T19:46:01.404101Z
2026-05-24T20:50:38.006000+00:00,11291,24.9,1285,,31,6,24.9,2026-08-22T19:46:01.404101Z
2026-05-24T20:50:40.850000+00:00,11291,30.1,1285,,31,16,30.1,2026-08-22T19:46:01.404101Z
2026-05-24T20:51:02.188000+00:00,11291,24.4,1285,,29,77,24.4,2026-08-22T19:46:01.404101Z
2026-05-24T20:51:29.219000+00:00,11291,35.3,1285,,30,31,35.3,2026-08-22T19:46:01.404101Z
2026-05-24T21:17:51.300000+00:00,11291,24.1,1285,,49,18,24.1,2026-08-22T19:46:01.404101Z
2026-05-24T21:18:25.134000+00:00,11291,34.7,1285,,52,6,34.7,2026-08-22T19:46:01.404101Z
2026-05-24T21:18:48.229000+00:00,11291,31.1,1285,,49,77,31.1,2026-08-22T19:46:01.404101Z
2026-05-24T21:18:50.366000+00:00,11291,36.1,1285,,51,81,36.1,2026-08-22T19:46:01.404101Z
2026-05-24T21:31:49.681000+00:00,11291,34.8,1285,,62,6,34.8,2026-08-22T19:46:01.404101Z
2026-06-14T13:19:06.289000+00:00,11307,22.48,1287,2.5,11,44,22.48,2026-08-22T19:47:12.480577Z
2026-06-14T13:19:32.167000+00:00,11307,25.983,1287,6.3,11,30,25.983,2026-08-22T19:47:12.480577Z
2026-06-14T13:20:25.691000+00:00,11307,22.08,1287,2.4,12,63,22.08,2026-08-22T19:47:12.480577Z
2026-06-14T13:20:38.434000+00:00,11307,22.273,1287,2.5,12,3,22.273,2026-08-22T19:47:12.480577Z
2026-06-14T13:21:02.197000+00:00,11307,22.983,1287,3.3,12,43,22.983,2026-08-22T19:47:12.480577Z
2026-06-14T13:21:18.159000+00:00,11307,24.805,1287,4.2,12,11,24.805,2026-08-22T19:47:12.480577Z
2026-06-14T13:21:56.796000+00:00,11307,21.7,1287,,13,1,21.7,2026-08-22T19:47:12.480577Z
2026-06-14T13:22:21.978000+00:00,11307,22.869,1287,2.6,13,27,22.869,2026-08-22T19:47:12.480577Z
2026-06-14T13:22:36.805000+00:00,11307,23.256,1287,3.4,13,31,23.256,2026-08-22T19:47:12.480577Z
2026-06-14T13:22:40.415000+00:00,11307,24.005,1287,5.0,13,23,24.005,2026-08-22T19:47:12.480577Z
2026-06-14T13:23:17.696000+00:00,11307,22.038,1287,2.6,14,12,22.038,2026-08-22T19:47:12.480577Z
2026-06-14T13:23:29.775000+00:00,11307,21.776,1287,2.2,14,81,21.776,2026-08-22T19:47:12.480577Z
2026-06-14T13:23:54.707000+00:00,11307,22.682,1287,3.0,14,10,22.682,2026-08-22T19:47:12.480577Z
2026-06-14T13:23:58.472000+00:00,11307,22.977,1287,3.4,14,55,22.977,2026-08-22T19:47:12.480577Z
2026-06-14T13:24:22.993000+00:00,11307,23.28,1287,2.9,14,77,23.28,2026-08-22T19:47:12.480577Z
2026-06-14T13:25:11.329000+00:00,11307,22.444,1287,2.7,15,6,22.444,2026-08-22T19:47:12.480577Z
2026-06-14T13:25:30.323000+00:00,11307,22.783,1287,2.6,15,5,22.783,2026-08-22T19:47:12.480577Z
2026-06-14T13:26:14.211000+00:00,11307,22.249,1287,,16,16,22.249,2026-08-22T19:47:12.480577Z
2026-06-14T13:29:49.096000+00:00,11307,23.118,1287,3.6,18,87,23.118,2026-08-22T19:47:12.480577Z
2026-06-14T13:34:34.480000+00:00,11307,22.22,1287,2.4,21,14,22.22,2026-08-22T19:47:12.480577Z
2026-06-14T13:35:21.209000+00:00,11307,22.476,1287,2.7,22,41,22.476,2026-08-22T19:47:12.480577Z
2026-06-14T13:41:28.951000+00:00,11307,22.477,1287,2.6,27,44,22.477,2026-08-22T19:47:12.480577Z
2026-06-14T13:44:29.360000+00:00,11307,24.189,1287,4.5,29,3,24.189,2026-08-22T19:47:12.480577Z
2026-06-14T13:45:56.713000+00:00,11307,22.027,1287,2.1,29,23,22.027,2026-08-22T19:47:12.480577Z
2026-06-14T13:46:59.052000+00:00,11307,22.595,1287,3.1,30,55,22.595,2026-08-22T19:47:12.480577Z
2026-06-14T13:49:02.396000+00:00,11307,24.432,1287,4.0,31,11,24.432,2026-08-22T19:47:12.480577Z
2026-06-14T13:49:09.615000+00:00,11307,22.528,1287,2.9,32,6,22.528,2026-08-22T19:47:12.480577Z
2026-06-14T13:51:21.181000+00:00,11307,22.285,1287,2.1,33,5,22.285,2026-08-22T19:47:12.480577Z
2026-06-14T13:52:24.989000+00:00,11307,22.29,1287,2.6,34,43,22.29,2026-08-22T19:47:12.480577Z
2026-06-14T13:52:36.546000+00:00,11307,22.0,1287,,35,1,22.0,2026-08-22T19:47:12.480577Z
2026-06-14T13:53:02.214000+00:00,11307,26.449,1287,6.7,34,31,26.449,2026-08-22T19:47:12.480577Z
2026-06-14T13:53:49.609000+00:00,11307,23.172,1287,3.8,35,30,23.172,2026-08-22T19:47:12.480577Z
2026-06-14T13:53:54.451000+00:00,11307,21.677,1287,2.8,36,63,21.677,2026-08-22T19:47:12.480577Z
2026-06-14T13:54:19.600000+00:00,11307,22.661,1287,3.2,36,81,22.661,2026-08-22T19:47:12.480577Z
2026-06-14T13:55:16.919000+00:00,11307,22.21,1287,2.8,37,12,22.21,2026-08-22T19:47:12.480577Z
2026-06-14T13:56:55.952000+00:00,11307,24.01,1287,4.3,37,41,24.01,2026-08-22T19:47:12.480577Z
2026-06-14T13:58:21.402000+00:00,11307,22.125,1287,2.5,39,16,22.125,2026-08-22T19:47:12.480577Z
2026-06-14T13:59:59.158000+00:00,11307,22.786,1287,3.0,40,3,22.786,2026-08-22T19:47:12.480577Z
2026-06-14T14:00:06.515000+00:00,11307,23.901,1287,4.0,39,87,23.901,2026-08-22T19:47:12.480577Z
2026-06-14T14:01:08.272000+00:00,11307,23.912,1287,3.3,39,11,23.912,2026-08-22T19:47:12.480577Z
2026-06-14T14:01:13.428000+00:00,11307,22.837,1287,2.8,41,44,22.837,2026-08-22T19:47:12.480577Z
2026-06-14T14:01:19.722000+00:00,11307,23.31,1287,3.8,40,10,23.31,2026-08-22T19:47:12.480577Z
2026-06-14T14:05:58.019000+00:00,11307,777.7,1287,,34,23,777.7,2026-08-22T19:47:12.480577Z
2026-06-14T14:20:20.533000+00:00,11307,25.915,1287,5.8,53,5,25.915,2026-08-22T19:47:12.480577Z
2026-06-14T14:23:04.365000+00:00,11307,22.772,1287,3.3,55,55,22.772,2026-08-22T19:47:12.480577Z
2026-06-14T14:25:54.289000+00:00,11307,21.949,1287,2.3,58,6,21.949,2026-08-22T19:47:12.480577Z
2026-06-14T14:27:44.973000+00:00,11307,22.9,1287,,58,31,22.9,2026-08-22T19:47:12.480577Z
2026-06-14T14:28:47.306000+00:00,11307,22.703,1287,3.2,50,23,22.703,2026-08-22T19:47:12.480577Z
2026-06-28T13:18:16+00:00,11315,21.3,1288,,12,44,21.3,2026-08-22T19:48:14.785837Z
2026-06-28T13:19:34.611000+00:00,11315,21.7,1288,,13,16,21.7,2026-08-22T19:48:14.785837Z
2026-06-28T13:19:57.672000+00:00,11315,21.6,1288,,13,10,21.6,2026-08-22T19:48:14.785837Z
2026-06-28T13:21:15.449000+00:00,11315,21.3,1288,,14,55,21.3,2026-08-22T19:48:14.785837Z
2026-06-28T13:24:47.179000+00:00,11315,22.6,1288,,17,5,22.6,2026-08-22T19:48:14.785837Z
2026-06-28T13:25:32.461000+00:00,11315,21.3,1288,,18,3,21.3,2026-08-22T19:48:14.785837Z
2026-06-28T13:25:46.069000+00:00,11315,21.7,1288,,18,6,21.7,2026-08-22T19:48:14.785837Z
2026-06-28T13:25:56.802000+00:00,11315,21.4,1288,,18,41,21.4,2026-08-22T19:48:14.785837Z
2026-06-28T13:26:14.833000+00:00,11315,21.8,1288,,18,31,21.8,2026-08-22T19:48:14.785837Z
2026-06-28T13:26:17.113000+00:00,11315,21.2,1288,,18,23,21.2,2026-08-22T19:48:14.785837Z
2026-06-28T13:26:40.718000+00:00,11315,21.2,1288,,19,63,21.2,2026-08-22T19:48:14.785837Z
2026-06-28T13:26:56.641000+00:00,11315,22.0,1288,,19,81,22.0,2026-08-22T19:48:14.785837Z
2026-06-28T13:27:09.009000+00:00,11315,22.0,1288,,19,30,22.0,2026-08-22T19:48:14.785837Z
2026-06-28T13:28:48.729000+00:00,11315,21.5,1288,,20,43,21.5,2026-08-22T19:48:14.785837Z
2026-06-28T13:29:25.824000+00:00,11315,21.5,1288,,21,1,21.5,2026-08-22T19:48:14.785837Z
2026-06-28T13:29:55.706000+00:00,11315,21.5,1288,,21,27,21.5,2026-08-22T19:48:14.785837Z
2026-06-28T13:32:54.499000+00:00,11315,21.4,1288,,24,12,21.4,2026-08-22T19:48:14.785837Z
2026-06-28T13:33:53.795000+00:00,11315,21.5,1288,,24,87,21.5,2026-08-22T19:48:14.785837Z
2026-06-28T13:34:21.799000+00:00,11315,22.3,1288,,24,14,22.3,2026-08-22T19:48:14.785837Z
2026-06-28T13:34:30.473000+00:00,11315,23.5,1288,,24,18,23.5,2026-08-22T19:48:14.785837Z
2026-06-28T13:34:41.205000+00:00,11315,21.2,1288,,25,44,21.2,2026-08-22T19:48:14.785837Z
2026-06-28T13:45:46.672000+00:00,11315,25.4,1288,,33,31,25.4,2026-08-22T19:48:14.785837Z
2026-06-28T13:49:36.347000+00:00,11315,21.0,1288,,37,16,21.0,2026-08-22T19:48:14.785837Z
2026-06-28T13:50:46.204000+00:00,11315,21.2,1288,,37,23,21.2,2026-08-22T19:48:14.785837Z
2026-06-28T13:51:34.103000+00:00,11315,21.2,1288,,38,10,21.2,2026-08-22T19:48:14.785837Z
2026-06-28T13:53:16.481000+00:00,11315,21.2,1288,,40,6,21.2,2026-08-22T19:48:14.785837Z
2026-06-28T13:55:35.812000+00:00,11315,21.2,1288,,42,81,21.2,2026-08-22T19:48:14.785837Z
2026-06-28T13:55:37.472000+00:00,11315,21.2,1288,,42,44,21.2,2026-08-22T19:48:14.785837Z
2026-06-28T13:56:31.785000+00:00,11315,21.2,1288,,43,63,21.2,2026-08-22T19:48:14.785837Z
2026-06-28T13:58:47.094000+00:00,11315,21.8,1288,,44,5,21.8,2026-08-22T19:48:14.785837Z
2026-06-28T13:59:53.792000+00:00,11315,21.5,1288,,45,30,21.5,2026-08-22T19:48:14.785837Z
2026-06-28T14:00:09.488000+00:00,11315,22.5,1288,,45,27,22.5,2026-08-22T19:48:14.785837Z
2026-06-28T14:00:27.963000+00:00,11315,22.0,1288,,45,87,22.0,2026-08-22T19:48:14.785837Z
2026-06-28T14:01:06.281000+00:00,11315,21.5,1288,,46,41,21.5,2026-08-22T19:48:14.785837Z
2026-06-28T14:01:44.351000+00:00,11315,21.8,1288,,47,1,21.8,2026-08-22T19:48:14.785837Z
2026-06-28T14:01:49.515000+00:00,11315,21.4,1288,,46,43,21.4,2026-08-22T19:48:14.785837Z
2026-06-28T14:03:48.538000+00:00,11315,21.2,1288,,49,3,21.2,2026-08-22T19:48:14.785837Z
2026-06-28T14:06:14.731000+00:00,11315,21.5,1288,,51,12,21.5,2026-08-22T19:48:14.785837Z
2026-06-28T14:06:29.094000+00:00,11315,28.7,1288,,49,14,28.7,2026-08-22T19:48:14.785837Z
2026-06-28T14:07:41.166000+00:00,11315,21.5,1288,,51,10,21.5,2026-08-22T19:48:14.785837Z
2026-06-28T14:16:33.840000+00:00,11315,22.7,1288,,59,16,22.7,2026-08-22T19:48:14.785837Z
2026-07-05T14:06:54.499000+00:00,11326,44.1,1289,,1,23,44.1,2026-08-22T19:49:08.797850Z
2026-07-05T14:08:15.448000+00:00,11326,40.5,1289,,2,81,40.5,2026-08-22T19:49:08.797850Z
2026-07-05T14:28:42.786000+00:00,11326,41.2,1289,,14,23,41.2,2026-08-22T19:49:08.797850Z
2026-07-05T14:31:12.628000+00:00,11326,28.7,1289,,17,3,28.7,2026-08-22T19:49:08.797850Z
2026-07-05T14:31:54.573000+00:00,11326,28.9,1289,,17,27,28.9,2026-08-22T19:49:08.797850Z
2026-07-05T14:34:11.122000+00:00,11326,28.7,1289,,18,18,28.7,2026-08-22T19:49:08.797850Z
2026-07-05T14:34:30.503000+00:00,11326,29.9,1289,,19,6,29.9,2026-08-22T19:49:08.797850Z
2026-07-05T14:36:40.733000+00:00,11326,28.8,1289,,20,55,28.8,2026-08-22T19:49:08.797850Z
2026-07-05T14:37:30.798000+00:00,11326,28.7,1289,,20,14,28.7,2026-08-22T19:49:08.797850Z
2026-07-05T14:38:39.595000+00:00,11326,29.3,1289,,21,11,29.3,2026-08-22T19:49:08.797850Z
2026-07-05T14:38:40.451000+00:00,11326,43.2,1289,,21,31,43.2,2026-08-22T19:49:08.797850Z
2026-07-05T14:39:57.554000+00:00,11326,29.3,1289,,22,43,29.3,2026-08-22T19:49:08.797850Z
2026-07-05T14:40:52.147000+00:00,11326,28.6,1289,,23,63,28.6,2026-08-22T19:49:08.797850Z
2026-07-05T14:40:53.747000+00:00,11326,34.8,1289,,23,44,34.8,2026-08-22T19:49:08.797850Z
2026-07-05T14:41:36.072000+00:00,11326,33.6,1289,,23,10,33.6,2026-08-22T19:49:08.797850Z
2026-07-05T14:43:45.836000+00:00,11326,28.4,1289,,25,16,28.4,2026-08-22T19:49:08.797850Z
2026-07-05T14:43:56.211000+00:00,11326,39.6,1289,,23,23,39.6,2026-08-22T19:49:08.797850Z
2026-07-05T14:46:11.109000+00:00,11326,28.6,1289,,26,5,28.6,2026-08-22T19:49:08.797850Z
2026-07-05T14:47:43.893000+00:00,11326,28.9,1289,,27,41,28.9,2026-08-22T19:49:08.797850Z
2026-07-05T14:48:53.303000+00:00,11326,28.8,1289,,28,1,28.8,2026-08-22T19:49:08.797850Z
2026-07-05T14:49:15.954000+00:00,11326,28.7,1289,,28,30,28.7,2026-08-22T19:49:08.797850Z
2026-07-05T14:51:35.455000+00:00,11326,29.9,1289,,29,87,29.9,2026-08-22T19:49:08.797850Z
2026-07-05T14:52:01.983000+00:00,11326,31.5,1289,,29,77,31.5,2026-08-22T19:49:08.797850Z
2026-07-05T14:58:20.856000+00:00,11326,28.3,1289,,34,63,28.3,2026-08-22T19:49:08.797850Z
2026-07-05T14:59:25.087000+00:00,11326,28.9,1289,,35,12,28.9,2026-08-22T19:49:08.797850Z
2026-07-05T14:59:28.796000+00:00,11326,35.8,1289,,34,27,35.8,2026-08-22T19:49:08.797850Z
2026-07-05T15:02:44.835000+00:00,11326,29.5,1289,,36,81,29.5,2026-08-22T19:49:08.797850Z
2026-07-05T15:03:32.875000+00:00,11326,31.4,1289,,35,23,31.4,2026-08-22T19:49:08.797850Z
2026-07-05T15:04:38.769000+00:00,11326,28.9,1289,,38,3,28.9,2026-08-22T19:49:08.797850Z
2026-07-05T15:04:55.474000+00:00,11326,29.8,1289,,38,1,29.8,2026-08-22T19:49:08.797850Z
2026-07-05T15:05:14.352000+00:00,11326,36.4,1289,,38,6,36.4,2026-08-22T19:49:08.797850Z
2026-07-05T15:09:41.585000+00:00,11326,41.2,1289,,41,12,41.2,2026-08-22T19:49:08.797850Z
2026-07-05T15:12:16.429000+00:00,11326,32.5,1289,,40,23,32.5,2026-08-22T19:49:08.797850Z
2026-07-05T15:13:31.663000+00:00,11326,33.6,1289,,43,12,33.6,2026-08-22T19:49:08.797850Z
2026-07-05T15:19:36.825000+00:00,11326,29.6,1289,,47,6,29.6,2026-08-22T19:49:08.797850Z
2026-07-05T15:19:42.582000+00:00,11326,29.8,1289,,46,11,29.8,2026-08-22T19:49:08.797850Z
2026-07-05T15:19:57.160000+00:00,11326,28.5,1289,,47,30,28.5,2026-08-22T19:49:08.797850Z
2026-07-05T15:20:03.631000+00:00,11326,32.1,1289,,47,41,32.1,2026-08-22T19:49:08.797850Z
2026-07-05T15:20:09.066000+00:00,11326,29.9,1289,,47,5,29.9,2026-08-22T19:49:08.797850Z
2026-07-05T15:20:26.714000+00:00,11326,29.5,1289,,46,77,29.5,2026-08-22T19:49:08.797850Z
2026-07-05T15:20:31.463000+00:00,11326,29.4,1289,,47,43,29.4,2026-08-22T19:49:08.797850Z
2026-07-05T15:20:34.854000+00:00,11326,28.8,1289,,48,16,28.8,2026-08-22T19:49:08.797850Z
2026-07-05T15:21:02.149000+00:00,11326,28.7,1289,,48,44,28.7,2026-08-22T19:49:08.797850Z
2026-07-05T15:21:03.857000+00:00,11326,29.0,1289,,47,81,29.0,2026-08-22T19:49:08.797850Z
2026-07-05T15:21:17.735000+00:00,11326,29.9,1289,,46,14,29.9,2026-08-22T19:49:08.797850Z
2026-07-05T15:21:26.513000+00:00,11326,30.2,1289,,47,87,30.2,2026-08-22T19:49:08.797850Z
2026-07-05T15:21:31.210000+00:00,11326,28.4,1289,,48,1,28.4,2026-08-22T19:49:08.797850Z
2026-07-05T15:21:33.609000+00:00,11326,31.2,1289,,47,31,31.2,2026-08-22T19:49:08.797850Z
2026-07-05T15:21:40.753000+00:00,11326,46.2,1289,,46,18,46.2,2026-08-22T19:49:08.797850Z
2026-07-05T15:22:41.160000+00:00,11326,28.7,1289,,48,10,28.7,2026-08-22T19:49:08.797850Z
2026-07-05T15:23:19.064000+00:00,11326,29.2,1289,,48,55,29.2,2026-08-22T19:49:08.797850Z
2026-07-19T13:06:46.970000+00:00,11334,24.156,1290,3.6,1,6,24.156,2026-08-22T19:50:00.345615Z
2026-07-19T13:06:48.812000+00:00,11334,26.554,1290,5.6,1,87,26.554,2026-08-22T19:50:00.345615Z
2026-07-19T13:06:49.762000+00:00,11334,25.372,1290,3.5,1,11,25.372,2026-08-22T19:50:00.345615Z
2026-07-19T13:06:58.031000+00:00,11334,30.594,1290,5.1,1,77,30.594,2026-08-22T19:50:00.345615Z
2026-07-19T13:07:06.712000+00:00,11334,33.74,1290,10.8,1,31,33.74,2026-08-22T19:50:00.345615Z
2026-07-19T13:09:26.425000+00:00,11334,22.997,1290,3.0,2,6,22.997,2026-08-22T19:50:00.345615Z
2026-07-19T13:30:09.549000+00:00,11334,27.617,1290,5.9,12,11,27.617,2026-08-22T19:50:00.345615Z
2026-07-19T13:33:19.807000+00:00,11334,24.177,1290,3.4,14,10,24.177,2026-08-22T19:50:00.345615Z
2026-07-19T13:33:42.400000+00:00,11334,34.841,1290,14.4,14,55,34.841,2026-08-22T19:50:00.345615Z
2026-07-19T13:35:10.555000+00:00,11334,23.722,1290,3.1,15,30,23.722,2026-08-22T19:50:00.345615Z
2026-07-19T13:35:14.306000+00:00,11334,24.146,1290,3.7,15,43,24.146,2026-08-22T19:50:00.345615Z
2026-07-19T13:37:02.469000+00:00,11334,24.81,1290,4.1,16,41,24.81,2026-08-22T19:50:00.345615Z
2026-07-19T13:37:26.226000+00:00,11334,24.124,1290,3.4,16,31,24.124,2026-08-22T19:50:00.345615Z
